用户id,是否付费,注册至今距离天数,最后一周登陆天数,最后一周登陆次数,最后一周0-8点登陆次数,最后一周8-18点登陆次数,最后一周18-24点登陆次数
94964,1,1,2,12,2,6,4
94965,0,0,1,2,0,0,2
94966,0,0,1,2,0,0,2
94967,0,0,1,2,0,0,2
94968,0,0,1,1,0,0,1
94969,0,0,1,1,0,0,1
94970,0,0,1,2,0,0,2
94971,0,0,1,2,0,0,2
94972,0,0,1,1,0,0,1
94973,0,0,1,1,0,0,1
94974,0,0,1,1,0,0,1
94975,0,0,1,2,0,0,2
94976,0,0,1,1,0,0,1
94977,0,0,1,1,0,0,1
94978,0,0,1,2,0,0,2
94979,0,0,1,2,0,0,2
94980,0,0,1,2,0,0,2
94981,0,0,1,1,0,0,1
94982,0,1,2,2,0,1,1
94983,1,1,2,5,1,3,1
94984,0,0,1,1,0,0,1
94985,0,0,1,2,0,0,2
94986,0,0,1,1,0,0,1
94987,0,1,2,3,0,1,2
94988,0,0,1,2,0,0,2
94989,0,0,1,1,0,0,1
94990,0,0,1,2,0,0,2
94991,0,0,1,2,0,0,2
94992,0,0,1,2,0,0,2
94993,0,0,1,1,0,0,1
94994,0,0,1,1,0,0,1
94995,0,0,1,2,0,0,2
94996,0,0,1,1,0,0,1
94997,0,0,1,1,0,0,1
94998,0,1,2,3,0,1,2
94999,0,0,1,2,0,0,2
95000,0,0,1,1,0,0,1
95001,0,1,2,3,0,0,3
95002,0,0,1,2,0,0,2
95003,0,0,1,1,0,0,1
95004,0,0,1,1,0,0,1
95005,0,1,2,7,1,2,4
95006,0,1,2,3,1,0,2
95007,0,0,1,1,0,0,1
95008,0,0,1,1,0,0,1
95009,0,0,1,1,0,0,1
95010,0,1,2,3,0,0,3
95011,0,0,1,1,0,0,1
95012,0,0,1,1,0,0,1
95013,0,0,1,1,0,0,1
95014,0,0,1,1,0,0,1
95015,0,1,2,3,1,0,2
95016,0,0,1,1,0,0,1
95017,0,0,1,1,0,0,1
95018,0,0,1,1,0,0,1
95019,0,1,2,2,0,1,1
95020,0,0,1,1,0,0,1
95021,0,1,2,3,0,1,2
95022,0,0,1,1,0,0,1
95023,0,0,1,1,0,0,1
95024,0,0,1,1,0,0,1
95025,0,0,1,1,0,0,1
95026,0,0,1,1,0,0,1
95027,0,0,1,1,0,0,1
95028,0,0,1,1,0,0,1
95029,0,0,1,2,0,0,2
95030,0,0,1,1,0,0,1
95031,0,0,1,1,0,0,1
95032,0,0,1,2,0,0,2
95033,0,0,1,2,0,0,2
95034,0,0,1,1,0,0,1
95035,0,0,1,1,0,0,1
95036,0,0,1,1,0,0,1
95037,0,0,1,2,0,0,2
95038,0,0,1,1,0,0,1
95039,0,0,1,1,0,0,1
95040,0,0,1,2,0,0,2
95041,0,0,1,1,0,0,1
95042,0,0,1,1,0,0,1
95043,0,1,2,3,0,0,3
95044,0,1,2,8,0,2,6
95045,0,0,1,1,0,0,1
95046,0,0,1,1,0,0,1
95047,0,0,1,1,0,0,1
95048,0,0,1,2,0,0,2
95049,0,1,2,10,3,3,4
95050,0,0,1,2,0,0,2
95051,0,1,2,3,0,1,2
95052,0,1,2,8,2,2,4
95053,0,0,1,1,0,0,1
95054,0,1,2,4,0,0,4
95055,0,0,1,1,0,0,1
95056,0,0,1,1,0,0,1
95057,0,0,1,1,0,0,1
95058,0,0,1,1,0,0,1
95059,0,1,2,3,0,1,2
95060,1,1,2,5,1,2,2
95061,0,0,1,1,0,0,1
95062,0,1,2,9,0,5,4
95063,0,0,1,2,0,0,2
95064,0,0,1,1,0,0,1
95065,0,0,1,1,0,0,1
95066,0,0,1,1,0,0,1
95067,0,1,2,6,2,1,3
95068,0,0,1,2,0,0,2
95069,0,0,1,2,0,0,2
95070,0,0,1,1,0,0,1
95071,0,0,1,2,0,0,2
95072,0,0,1,2,0,0,2
95073,0,0,1,1,0,0,1
95074,0,0,1,3,0,0,3
95075,0,0,1,1,0,0,1
95076,0,1,2,4,1,0,3
95077,0,0,1,1,0,0,1
95078,0,0,1,1,0,0,1
95079,0,1,2,7,0,4,3
95080,0,0,1,1,0,0,1
95081,0,0,1,1,0,0,1
95082,0,0,1,1,0,0,1
95083,0,1,2,6,1,1,4
95084,0,0,1,1,0,0,1
95085,0,0,1,1,0,0,1
95086,0,0,1,1,0,0,1
95087,0,0,1,1,0,0,1
95088,0,0,1,1,0,0,1
95089,0,0,1,1,0,0,1
95090,0,0,1,3,0,0,3
95091,0,0,1,2,0,0,2
95092,0,0,1,2,0,0,2
95093,0,0,1,1,0,0,1
95094,0,0,1,2,0,0,2
95095,0,0,1,1,0,0,1
95096,0,0,1,1,0,0,1
95097,0,0,1,1,0,0,1
95098,0,0,1,1,0,0,1
95099,0,0,1,2,0,0,2
95100,0,0,1,1,0,0,1
95101,0,0,1,1,0,0,1
95102,0,1,2,4,0,1,3
95103,0,0,1,3,0,0,3
95104,0,1,2,2,0,1,1
95105,0,0,1,1,0,0,1
95106,0,0,1,1,0,0,1
95107,0,0,1,1,0,0,1
95108,0,0,1,2,0,0,2
95109,0,0,1,1,0,0,1
95110,0,0,1,2,0,0,2
95111,0,1,2,2,0,1,1
95112,0,0,1,1,0,0,1
95113,0,0,1,1,0,0,1
95114,0,0,1,2,0,0,2
95115,0,0,1,2,0,0,2
95116,0,0,1,1,0,0,1
95117,0,0,1,1,0,0,1
95118,0,0,1,1,0,0,1
95119,0,0,1,1,0,0,1
95120,0,0,1,1,0,0,1
95121,0,0,1,2,0,0,2
95122,0,0,1,2,0,0,2
95123,0,0,1,1,0,0,1
95124,0,0,1,1,0,0,1
95125,0,0,1,2,0,0,2
95126,1,1,2,7,0,4,3
95127,0,0,1,2,0,0,2
95128,0,0,1,2,0,0,2
95129,0,0,1,1,0,0,1
95130,0,0,1,1,0,0,1
95131,0,0,1,2,0,0,2
95132,0,0,1,2,0,0,2
95133,0,0,1,2,0,0,2
95134,0,0,1,1,0,0,1
95135,0,0,1,4,0,0,4
95136,1,1,2,10,1,6,3
95137,0,0,1,1,0,0,1
95138,0,0,1,2,0,0,2
95139,0,0,1,1,0,0,1
95140,0,0,1,2,0,0,2
95141,0,0,1,1,0,0,1
95142,0,0,1,1,0,0,1
95143,0,0,1,1,0,0,1
95144,0,0,1,3,0,0,3
95145,0,1,2,3,0,2,1
95146,0,1,2,10,0,6,4
95147,0,0,1,2,0,0,2
95148,0,0,1,2,0,0,2
95149,0,0,1,1,0,0,1
95150,1,1,2,6,2,0,4
95151,0,0,1,2,0,0,2
95152,0,0,1,2,0,0,2
95153,0,0,1,1,0,0,1
95154,0,0,1,2,0,0,2
95155,0,0,1,1,0,0,1
95156,0,0,1,1,0,0,1
95157,0,0,1,1,0,0,1
95158,0,1,2,2,0,1,1
95159,0,0,1,2,0,0,2
95160,0,0,1,1,0,0,1
95161,0,0,1,2,0,0,2
95162,0,1,2,3,0,1,2
95163,0,1,2,4,0,1,3
95164,0,0,1,1,0,0,1
95165,0,0,1,1,0,0,1
95166,0,1,2,7,2,1,4
95167,1,1,2,11,3,3,5
95168,0,0,1,2,0,0,2
95169,0,0,1,1,0,0,1
95170,0,0,1,3,0,0,3
95171,0,0,1,1,0,0,1
95172,1,1,2,6,2,1,3
95173,0,1,2,4,1,0,3
95174,0,1,2,2,0,1,1
95175,1,1,2,4,1,0,3
95176,0,0,1,1,0,0,1
95177,0,0,1,2,0,0,2
95178,0,0,1,2,0,0,2
95179,0,0,1,3,0,0,3
95180,0,0,1,2,0,0,2
95181,0,0,1,1,0,0,1
95182,0,0,1,1,0,0,1
95183,1,1,2,9,1,3,5
95184,0,0,1,2,0,0,2
95185,0,0,1,1,0,0,1
95186,0,0,1,2,0,0,2
95187,1,1,2,4,1,1,2
95188,0,0,1,3,0,0,3
95189,0,0,1,1,0,0,1
95190,0,0,1,1,0,0,1
95191,0,0,1,2,0,0,2
95192,1,1,2,7,1,4,2
95193,0,1,2,4,0,3,1
95194,0,0,1,1,0,0,1
95195,1,1,2,4,0,2,2
95196,0,1,2,6,1,3,2
95197,0,0,1,1,0,0,1
95198,0,1,2,2,0,1,1
95199,0,0,1,2,0,0,2
95200,0,1,2,3,0,1,2
95201,0,1,2,2,0,0,2
95202,0,0,1,1,0,0,1
95203,0,0,1,2,0,0,2
95204,0,0,1,1,0,0,1
95205,0,1,2,2,0,0,2
95206,0,0,1,2,0,0,2
95207,0,0,1,2,0,0,2
95208,0,1,2,7,1,2,4
95209,0,1,2,3,0,1,2
95210,0,1,2,13,1,6,6
95211,0,1,2,3,0,0,3
95212,0,0,1,1,0,0,1
95213,0,0,1,2,0,0,2
95214,0,0,1,2,0,0,2
95215,0,0,1,1,0,0,1
95216,0,0,1,1,0,0,1
95217,0,0,1,1,0,0,1
95218,0,0,1,2,0,0,2
95219,0,1,2,2,0,0,2
95220,1,1,2,7,2,3,2
95221,0,0,1,2,0,0,2
95222,0,1,2,3,0,1,2
95223,0,0,1,1,0,0,1
95224,0,0,1,1,0,0,1
95225,0,0,1,2,0,0,2
95226,0,1,2,3,1,0,2
95227,0,0,1,2,0,0,2
95228,0,0,1,2,0,0,2
95229,0,0,1,1,0,0,1
95230,0,0,1,2,0,0,2
95231,0,0,1,2,0,0,2
95232,0,0,1,1,0,0,1
95233,1,1,2,12,1,6,5
95234,0,1,2,7,2,2,3
95235,0,0,1,2,0,0,2
95236,0,0,1,2,0,0,2
95237,0,0,1,1,0,0,1
95238,0,0,1,2,0,0,2
95239,0,0,1,2,0,0,2
95240,0,1,2,3,0,1,2
95241,0,0,1,1,0,0,1
95242,0,0,1,2,0,0,2
95243,0,0,1,2,0,0,2
95244,0,1,2,4,1,1,2
95245,0,0,1,1,0,0,1
95246,0,1,2,8,1,3,4
95247,0,0,1,1,0,0,1
95248,1,1,2,5,2,1,2
95249,0,1,2,4,0,1,3
95250,0,0,1,2,0,0,2
95251,0,0,1,2,0,0,2
95252,0,0,1,1,0,0,1
95253,0,0,1,1,0,0,1
95254,0,0,1,2,0,0,2
95255,1,1,2,13,3,4,6
95256,0,1,2,3,0,1,2
95257,0,0,1,2,0,0,2
95258,0,0,1,2,0,0,2
95259,0,0,1,2,0,0,2
95260,0,1,2,3,0,1,2
95261,0,0,1,1,0,0,1
95262,1,1,2,4,1,0,3
95263,0,1,2,5,1,2,2
95264,0,0,1,2,0,0,2
95265,0,0,1,1,0,0,1
95266,0,0,1,2,0,0,2
95267,0,1,2,2,0,1,1
95268,0,0,1,2,0,0,2
95269,0,0,1,2,0,0,2
95270,1,1,2,12,3,4,5
95271,0,1,2,4,1,1,2
95272,0,1,2,4,0,1,3
95273,0,0,1,2,0,0,2
95274,0,1,2,4,2,0,2
95275,0,0,1,1,0,0,1
95276,0,1,2,2,0,1,1
95277,0,0,1,2,0,0,2
95278,0,0,1,1,0,0,1
95279,0,0,1,1,0,0,1
95280,0,0,1,2,0,0,2
95281,0,1,2,6,2,1,3
95282,0,0,1,1,0,0,1
95283,0,0,1,2,0,0,2
95284,0,0,1,2,0,0,2
95285,0,0,1,2,0,0,2
95286,0,0,1,1,0,0,1
95287,0,1,2,3,0,1,2
95288,0,0,1,2,0,0,2
95289,0,0,1,2,0,0,2
95290,0,0,1,2,0,0,2
95291,0,0,1,1,0,0,1
95292,1,1,2,5,1,1,3
95293,0,0,1,1,0,0,1
95294,0,0,1,2,0,0,2
95295,0,0,1,3,0,0,3
95296,0,0,1,1,0,0,1
95297,0,0,1,1,0,0,1
95298,0,1,2,4,1,1,2
95299,0,0,1,2,0,0,2
95300,0,0,1,1,0,0,1
95301,0,0,1,2,0,0,2
95302,0,0,1,2,0,0,2
95303,0,0,1,1,0,0,1
95304,0,0,1,1,0,0,1
95305,0,0,1,2,0,0,2
95306,0,0,1,1,0,0,1
95307,0,1,2,3,0,2,1
95308,0,1,2,3,0,1,2
95309,0,0,1,2,0,0,2
95310,0,0,1,2,0,0,2
95311,0,1,2,2,0,1,1
95312,0,0,1,1,0,0,1
95313,0,0,1,2,0,0,2
95314,0,0,1,1,0,0,1
95315,0,0,1,2,0,0,2
95316,0,0,1,2,0,0,2
95317,0,1,2,5,0,3,2
95318,0,0,1,2,0,0,2
95319,0,0,1,2,0,0,2
95320,0,0,1,1,0,0,1
95321,0,1,2,2,0,0,2
95322,0,0,1,2,0,0,2
95323,0,0,1,2,0,0,2
95324,0,1,2,3,0,1,2
95325,0,0,1,2,0,0,2
95326,0,0,1,2,0,0,2
95327,0,1,2,3,0,1,2
95328,0,0,1,1,0,0,1
95329,0,1,2,3,1,0,2
95330,0,0,1,1,0,0,1
95331,0,1,2,4,2,1,1
95332,0,1,2,8,1,4,3
95333,1,1,2,4,1,0,3
95334,1,1,2,4,2,1,1
95335,0,1,2,7,2,2,3
95336,0,0,1,2,0,0,2
95337,0,0,1,2,0,0,2
95338,0,1,2,2,0,1,1
95339,0,1,2,6,1,3,2
95340,0,0,1,1,0,0,1
95341,0,0,1,2,0,0,2
95342,0,1,2,3,1,0,2
95343,0,0,1,2,0,0,2
95344,0,1,2,3,0,1,2
95345,0,0,1,1,0,0,1
95346,0,1,2,3,0,0,3
95347,1,1,2,16,3,7,6
95348,0,0,1,2,0,0,2
95349,0,0,1,2,0,0,2
95350,0,1,2,11,4,3,4
95351,0,0,1,1,0,0,1
95352,0,0,1,1,0,0,1
95353,0,0,1,1,0,0,1
95354,0,0,1,2,0,0,2
95355,0,1,2,6,0,4,2
95356,0,0,1,2,0,0,2
95357,0,0,1,2,0,0,2
95358,1,1,2,7,1,2,4
95359,0,0,1,2,0,0,2
95360,0,0,1,2,0,0,2
95361,0,0,1,1,0,0,1
95362,0,1,2,4,0,0,4
95363,1,1,2,6,2,2,2
95364,0,1,2,2,0,1,1
95365,0,0,1,2,0,0,2
95366,0,0,1,1,0,0,1
95367,0,1,2,2,0,1,1
95368,1,1,2,7,0,4,3
95369,0,0,1,2,0,0,2
95370,0,0,1,3,0,0,3
95371,0,0,1,1,0,0,1
95372,0,0,1,1,0,0,1
95373,0,0,1,1,0,0,1
95374,0,1,2,8,2,4,2
95375,0,0,1,2,0,0,2
95376,0,0,1,2,0,0,2
95377,0,0,1,2,0,0,2
95378,1,1,2,11,1,5,5
95379,0,0,1,2,0,0,2
95380,0,1,2,7,0,4,3
95381,0,0,1,1,0,0,1
95382,0,0,1,1,0,0,1
95383,0,0,1,2,0,0,2
95384,0,0,1,2,0,0,2
95385,0,0,1,1,0,0,1
95386,0,0,1,1,0,0,1
95387,0,0,1,2,0,0,2
95388,1,1,2,7,0,4,3
95389,0,0,1,2,0,0,2
95390,0,0,1,2,0,0,2
95391,0,0,1,2,0,0,2
95392,0,0,1,2,0,0,2
95393,0,0,1,2,0,0,2
95394,0,0,1,2,0,0,2
95395,1,1,2,14,4,6,4
95396,0,0,1,2,0,0,2
95397,0,0,1,2,0,0,2
95398,0,1,2,4,0,2,2
95399,0,1,2,4,0,3,1
95400,0,0,1,1,0,0,1
95401,0,1,2,2,1,0,1
95402,0,1,2,3,0,1,2
95403,1,1,2,13,3,6,4
95404,0,0,1,1,0,0,1
95405,0,0,1,2,0,0,2
95406,0,1,2,3,0,1,2
95407,0,0,1,1,0,0,1
95408,0,1,2,12,2,6,4
95409,0,1,2,3,0,1,2
95410,0,0,1,1,0,0,1
95411,0,0,1,2,0,0,2
95412,0,1,2,3,0,1,2
95413,0,0,1,2,0,0,2
95414,0,1,2,3,0,0,3
95415,0,1,2,6,2,1,3
95416,0,0,1,2,0,0,2
95417,0,1,2,4,0,2,2
95418,0,0,1,1,0,0,1
95419,0,0,1,2,0,0,2
95420,0,0,1,2,0,0,2
95421,0,1,2,2,0,0,2
95422,0,1,2,4,0,0,4
95423,0,0,1,1,0,0,1
95424,0,0,1,2,0,0,2
95425,0,0,1,2,0,0,2
95426,0,0,1,2,0,0,2
95427,0,1,2,2,0,1,1
95428,0,0,1,2,0,0,2
95429,0,0,1,1,0,0,1
95430,0,0,1,2,0,0,2
95431,0,0,1,1,0,0,1
95432,0,0,1,2,0,0,2
95433,1,1,2,5,0,0,5
95434,0,0,1,2,0,0,2
95435,0,0,1,1,0,0,1
95436,0,1,2,5,0,1,4
95437,0,0,1,3,0,0,3
95438,0,1,2,4,0,2,2
95439,0,0,1,2,0,0,2
95440,0,0,1,1,0,0,1
95441,0,0,1,2,0,0,2
95442,0,0,1,1,0,0,1
95443,0,1,2,3,0,1,2
95444,0,0,1,2,0,0,2
95445,0,0,1,1,0,0,1
95446,0,0,1,2,0,0,2
95447,0,0,1,1,0,0,1
95448,0,1,2,5,0,2,3
95449,0,0,1,1,0,0,1
95450,0,0,1,2,0,0,2
95451,0,0,1,2,0,0,2
95452,0,0,1,1,0,0,1
95453,0,1,2,2,0,1,1
95454,1,1,2,7,1,4,2
95455,0,0,1,1,0,0,1
95456,0,0,1,2,0,0,2
95457,0,0,1,1,0,0,1
95458,0,0,1,2,0,0,2
95459,0,0,1,1,0,0,1
95460,0,0,1,2,0,0,2
95461,0,1,2,5,1,1,3
95462,0,1,2,2,0,1,1
95463,0,1,2,5,0,3,2
95464,0,0,1,2,0,0,2
95465,0,0,1,2,0,0,2
95466,0,1,2,4,0,1,3
95467,0,0,1,1,0,0,1
95468,0,0,1,1,0,0,1
95469,0,0,1,2,0,0,2
95470,0,0,1,1,0,0,1
95471,0,1,2,3,0,1,2
95472,0,0,1,2,0,0,2
95473,0,0,1,2,0,0,2
95474,0,1,2,2,0,0,2
95475,0,0,1,2,0,0,2
95476,0,0,1,2,0,0,2
95477,1,1,2,6,1,3,2
95478,0,0,1,1,0,0,1
95479,0,1,2,3,0,0,3
95480,0,0,1,1,0,0,1
95481,0,1,2,12,3,3,6
95482,0,1,2,3,0,1,2
95483,1,1,2,3,2,0,1
95484,1,1,2,4,0,3,1
95485,0,0,1,1,0,0,1
95486,0,1,2,4,2,0,2
95487,1,0,1,2,0,0,2
95488,0,1,2,6,1,2,3
95489,1,1,2,5,2,0,3
95490,0,0,1,2,0,0,2
95491,0,1,2,3,0,1,2
95492,0,0,1,2,0,0,2
95493,0,0,1,1,0,0,1
95494,0,0,1,2,0,0,2
95495,0,1,2,3,0,1,2
95496,0,0,1,1,0,0,1
95497,0,0,1,1,0,0,1
95498,0,0,1,1,0,0,1
95499,0,0,1,1,0,0,1
95500,0,0,1,1,0,0,1
95501,0,1,2,5,2,1,2
95502,0,1,2,4,0,2,2
95503,0,0,1,1,0,0,1
95504,0,0,1,2,0,0,2
95505,0,0,1,2,0,0,2
95506,0,0,1,1,0,0,1
95507,0,0,1,2,0,0,2
95508,0,1,2,3,0,1,2
95509,0,0,1,2,0,0,2
95510,0,1,2,2,0,0,2
95511,0,0,1,1,0,0,1
95512,0,1,2,4,1,1,2
95513,0,1,2,3,0,0,3
95514,0,0,1,1,0,0,1
95515,0,0,1,1,0,0,1
95516,0,1,2,2,0,1,1
95517,0,0,1,2,0,0,2
95518,1,1,2,10,3,5,2
95519,0,1,2,3,0,1,2
95520,0,0,1,1,0,0,1
95521,0,1,2,4,1,0,3
95522,0,1,2,5,0,3,2
95523,0,0,1,1,0,0,1
95524,0,0,1,2,0,0,2
95525,0,0,1,1,0,0,1
95526,0,0,1,2,0,0,2
95527,0,1,2,3,0,1,2
95528,0,0,1,3,0,0,3
95529,0,1,2,10,1,6,3
95530,0,1,2,8,0,4,4
95531,1,1,2,11,1,5,5
95532,0,1,2,8,1,4,3
95533,0,0,1,1,0,0,1
95534,0,1,2,3,1,0,2
95535,0,0,1,2,0,0,2
95536,0,1,2,6,0,0,6
95537,0,0,1,1,0,0,1
95538,0,0,1,1,0,0,1
95539,0,1,2,4,0,2,2
95540,0,0,1,2,0,0,2
95541,0,1,2,10,2,4,4
95542,0,0,1,1,0,0,1
95543,0,1,2,5,1,1,3
95544,0,1,2,6,0,4,2
95545,0,0,1,1,0,0,1
95546,0,0,1,1,0,0,1
95547,0,1,2,7,2,3,2
95548,0,0,1,2,0,0,2
95549,0,1,2,15,1,6,8
95550,0,1,2,12,2,7,3
95551,0,0,1,2,0,0,2
95552,0,0,1,2,0,0,2
95553,0,0,1,2,0,0,2
95554,0,0,1,2,0,0,2
95555,0,0,1,2,0,0,2
95556,0,0,1,1,0,0,1
95557,0,0,1,1,0,0,1
95558,0,0,1,2,0,0,2
95559,0,0,1,2,0,0,2
95560,0,0,1,1,0,0,1
95561,0,1,2,3,1,0,2
95562,0,0,1,1,0,0,1
95563,0,0,1,2,0,0,2
95564,0,0,1,2,0,0,2
95565,0,1,2,4,1,0,3
95566,0,0,1,1,0,0,1
95567,0,0,1,2,0,0,2
95568,0,0,1,1,0,0,1
95569,0,1,2,2,0,1,1
95570,0,1,2,3,0,0,3
95571,0,0,1,2,0,0,2
95572,0,0,1,1,0,0,1
95573,0,0,1,1,0,0,1
95574,0,1,2,2,0,1,1
95575,0,0,1,2,0,0,2
95576,0,0,1,1,0,0,1
95577,0,1,2,4,1,1,2
95578,1,1,2,7,1,0,6
95579,0,0,1,2,0,0,2
95580,0,0,1,2,0,0,2
95581,0,0,1,2,0,0,2
95582,0,1,2,4,0,2,2
95583,0,0,1,1,0,0,1
95584,0,0,1,1,0,0,1
95585,0,0,1,2,0,0,2
95586,1,1,2,7,1,2,4
95587,0,0,1,1,0,0,1
95588,0,0,1,1,0,0,1
95589,0,0,1,1,0,0,1
95590,0,0,1,1,0,0,1
95591,0,0,1,2,0,0,2
95592,0,0,1,2,0,0,2
95593,0,1,2,9,4,2,3
95594,0,1,2,2,1,0,1
95595,0,0,1,2,0,0,2
95596,0,0,1,1,0,0,1
95597,0,0,1,2,0,0,2
95598,0,1,2,3,0,2,1
95599,0,1,2,4,0,2,2
95600,0,0,1,2,0,0,2
95601,0,0,1,2,0,0,2
95602,0,0,1,2,0,0,2
95603,1,1,2,14,3,6,5
95604,0,1,2,4,0,1,3
95605,0,1,2,5,2,1,2
95606,0,0,1,2,0,0,2
95607,0,0,1,2,0,0,2
95608,0,0,1,3,0,0,3
95609,0,0,1,1,0,0,1
95610,0,1,2,2,1,0,1
95611,0,0,1,1,0,0,1
95612,0,0,1,2,0,0,2
95613,0,1,2,6,2,0,4
95614,0,0,1,1,0,0,1
95615,0,1,2,2,0,1,1
95616,0,1,2,3,1,0,2
95617,0,1,2,4,0,2,2
95618,0,1,2,3,0,1,2
95619,0,1,2,4,0,3,1
95620,0,1,2,2,0,1,1
95621,0,0,1,1,0,0,1
95622,0,0,1,1,0,0,1
95623,0,0,1,2,0,0,2
95624,0,0,1,2,0,0,2
95625,0,0,1,2,0,0,2
95626,0,0,1,1,0,0,1
95627,1,1,2,7,1,4,2
95628,0,1,2,2,0,0,2
95629,0,1,2,11,3,6,2
95630,0,0,1,1,0,0,1
95631,0,0,1,2,0,0,2
95632,1,1,2,5,1,1,3
95633,0,1,2,4,1,0,3
95634,0,1,2,2,0,1,1
95635,0,1,2,4,0,0,4
95636,0,1,2,3,0,1,2
95637,0,0,1,1,0,0,1
95638,0,0,1,2,0,0,2
95639,0,0,1,1,0,0,1
95640,0,1,2,3,0,1,2
95641,0,1,2,3,0,2,1
95642,1,1,2,5,0,2,3
95643,0,1,2,4,1,0,3
95644,0,0,1,1,0,0,1
95645,0,0,1,1,0,0,1
95646,1,1,2,3,2,0,1
95647,0,1,2,3,0,1,2
95648,1,1,2,16,4,5,7
95649,0,0,1,1,0,0,1
95650,0,1,2,7,2,2,3
95651,0,0,1,2,0,0,2
95652,0,0,1,2,0,0,2
95653,0,0,1,1,0,0,1
95654,0,1,2,3,0,1,2
95655,1,1,2,6,1,2,3
95656,0,1,2,11,2,4,5
95657,0,1,2,2,0,1,1
95658,0,1,2,2,0,1,1
95659,0,0,1,1,0,0,1
95660,0,1,2,3,0,1,2
95661,0,1,2,6,3,1,2
95662,0,0,1,2,0,0,2
95663,0,1,2,8,1,4,3
95664,0,0,1,2,0,0,2
95665,1,1,2,4,1,0,3
95666,1,1,2,12,1,6,5
95667,0,0,1,1,0,0,1
95668,0,0,1,1,0,0,1
95669,0,0,1,2,0,0,2
95670,0,0,1,3,0,0,3
95671,0,0,1,1,0,0,1
95672,0,0,1,1,0,0,1
95673,0,0,1,2,0,0,2
95674,1,1,2,5,1,2,2
95675,0,0,1,1,0,0,1
95676,0,1,2,5,0,2,3
95677,0,0,1,2,0,0,2
95678,1,1,2,11,3,6,2
95679,0,0,1,1,0,0,1
95680,0,0,1,2,0,0,2
95681,0,0,1,2,0,0,2
95682,0,1,2,3,0,2,1
95683,1,1,2,5,0,2,3
95684,0,0,1,2,0,0,2
95685,0,1,2,2,0,1,1
95686,0,1,2,4,1,0,3
95687,0,0,1,1,0,0,1
95688,0,0,1,2,0,0,2
95689,0,1,2,2,0,1,1
95690,0,0,1,2,0,0,2
95691,0,0,1,1,0,0,1
95692,1,1,2,13,2,6,5
95693,0,0,1,2,0,0,2
95694,0,1,2,3,0,1,2
95695,0,0,1,2,0,0,2
95696,0,0,1,1,0,0,1
95697,0,0,1,2,0,0,2
95698,0,0,1,1,0,0,1
95699,0,1,2,12,1,8,3
95700,0,0,1,2,0,0,2
95701,0,1,2,3,0,0,3
95702,0,0,1,1,0,0,1
95703,0,0,1,2,0,0,2
95704,0,1,2,3,1,0,2
95705,0,0,1,1,0,0,1
95706,0,1,2,5,1,2,2
95707,0,0,1,1,0,0,1
95708,0,1,2,5,0,4,1
95709,0,0,1,2,0,0,2
95710,0,0,1,1,0,0,1
95711,0,0,1,1,0,0,1
95712,0,0,1,3,0,0,3
95713,0,0,1,1,0,0,1
95714,0,0,1,1,0,0,1
95715,0,1,2,4,0,1,3
95716,0,1,2,9,0,4,5
95717,1,1,2,5,0,2,3
95718,0,0,1,2,0,0,2
95719,0,0,1,1,0,0,1
95720,0,1,2,3,1,0,2
95721,0,1,2,2,0,1,1
95722,1,1,2,7,1,0,6
95723,0,1,2,4,1,0,3
95724,0,0,1,1,0,0,1
95725,0,1,2,4,1,1,2
95726,0,0,1,2,0,0,2
95727,1,1,2,6,1,2,3
95728,0,0,1,2,0,0,2
95729,0,0,1,3,0,0,3
95730,0,0,1,2,0,0,2
95731,0,1,2,4,0,2,2
95732,0,0,1,2,0,0,2
95733,0,1,2,3,0,2,1
95734,0,1,2,2,1,0,1
95735,0,0,1,2,0,0,2
95736,0,0,1,1,0,0,1
95737,0,0,1,1,0,0,1
95738,0,1,2,3,0,2,1
95739,0,0,1,1,0,0,1
95740,0,1,2,3,0,1,2
95741,0,0,1,1,0,0,1
95742,1,1,2,6,2,1,3
95743,1,1,2,8,1,3,4
95744,0,0,1,1,0,0,1
95745,0,1,2,2,0,1,1
95746,0,1,2,7,2,2,3
95747,0,1,2,3,1,0,2
95748,1,1,2,6,1,1,4
95749,0,0,1,3,0,0,3
95750,0,0,1,2,0,0,2
95751,0,0,1,2,0,0,2
95752,1,1,2,4,0,2,2
95753,0,1,2,4,0,0,4
95754,0,1,2,5,0,3,2
95755,0,1,2,3,1,0,2
95756,0,1,2,10,2,4,4
95757,0,0,1,1,0,0,1
95758,0,1,2,5,2,0,3
95759,0,0,1,2,0,0,2
95760,0,0,1,2,0,0,2
95761,0,0,1,2,0,0,2
95762,0,0,1,1,0,0,1
95763,0,0,1,2,0,0,2
95764,1,1,2,8,1,3,4
95765,0,1,2,5,1,2,2
95766,0,0,1,1,0,0,1
95767,0,0,1,1,0,0,1
95768,1,0,1,1,0,0,1
95769,0,1,2,5,1,1,3
95770,0,0,1,2,0,0,2
95771,1,1,2,12,1,4,7
95772,1,1,2,4,0,0,4
95773,0,1,2,2,1,0,1
95774,0,0,1,1,0,0,1
95775,1,1,2,6,2,0,4
95776,1,1,2,8,3,1,4
95777,0,0,1,1,0,0,1
95778,0,0,1,1,0,0,1
95779,0,0,1,2,0,0,2
95780,0,0,1,1,0,0,1
95781,0,0,1,2,0,0,2
