用户id,性别,等级,站内好友数,经验值,积分,登录总次数,玩牌局数,赢牌局数,身上货币量
7786228,0,2,0,11,0,2,3,,780
7786222,0,0,0,0,0,1,,,0
7786223,0,0,0,0,0,1,,,0
7786221,0,0,0,0,0,1,,,0
7786220,0,0,2,0,0,1,,,0
7786219,0,0,3,0,0,1,,,0
7786218,0,0,1,0,0,1,,,0
7786216,0,0,2,0,0,1,,,0
7786217,0,0,1,0,0,1,,,0
7786215,0,0,2,0,0,1,,,0
7786213,0,0,4,0,0,1,,,0
7786212,0,0,0,0,0,1,,,0
7786211,0,0,3,0,0,1,,,0
7786210,0,0,1,0,0,1,,,0
7786209,0,0,0,0,0,1,,,0
7786208,0,0,3,0,0,1,,,0
7786207,0,0,0,0,0,1,,,0
7786206,1,0,0,0,0,1,,,0
7786205,0,0,1,0,0,1,,,0
7786204,0,0,0,0,0,1,,,0
7786200,0,0,3,0,0,1,,,0
7786201,1,0,3,0,0,1,,,0
7786202,0,0,0,0,0,1,,,0
7786196,0,0,0,0,0,1,,,0
7786197,0,0,0,0,0,1,,,0
7786198,0,0,2,0,0,1,,,0
7786199,0,0,0,0,0,1,,,0
7786195,1,0,2,0,0,1,,,0
7786194,0,0,1,0,0,1,,,0
7786193,0,0,1,0,0,1,,,0
7786191,0,0,0,0,0,1,,,0
7786190,0,0,0,0,0,1,,,0
7786189,0,0,3,0,0,1,,,0
7786188,0,0,1,0,0,1,,,0
7786187,0,3,2,112,0,2,16,5,2840
7786185,0,0,3,0,0,1,,,0
7786184,0,0,0,0,0,1,,,0
7786183,0,0,1,0,0,1,,,0
7786182,0,0,1,0,0,1,,,0
7786181,0,0,0,0,0,1,,,0
7786171,1,0,1,0,0,1,,,0
7786169,0,0,2,0,0,1,,,0
7786167,0,0,10,0,0,1,,,0
7786165,0,0,3,0,0,1,,,0
7786164,0,0,1,0,0,1,,,0
7786163,0,0,1,0,0,1,,,0
7786162,0,0,1,0,0,1,,,0
7786161,0,3,0,114,5,3,22,7,5851
7786160,1,0,0,0,0,2,,,800
7786159,0,0,5,0,0,1,,,0
7786158,1,0,0,0,0,1,,,0
7786157,0,0,0,0,0,1,,,0
7786155,0,0,1,0,0,1,,,0
7786154,0,0,1,0,0,1,,,0
7786153,0,0,0,0,0,1,,,0
7786152,1,0,3,0,0,1,,,0
7786151,0,0,1,0,0,1,,,0
7786150,0,2,2,10,0,2,1,,780
7786149,0,0,2,0,0,1,,,0
7786148,0,0,1,0,0,1,,,0
7786147,1,2,1,15,0,2,,,900
7786145,1,0,1,0,0,1,,,0
7786144,0,0,0,0,0,1,,,0
7786142,0,0,0,0,0,1,,,0
7786141,1,4,2,132,1,2,14,7,7556
7786140,0,0,3,0,0,1,,,0
7786139,0,0,0,0,0,1,,,0
7786127,0,0,4,0,0,1,,,0
7786125,1,3,7,121,5,3,15,5,50
7786124,0,0,1,0,0,1,,,0
7786120,0,0,0,0,0,2,,,800
7786114,0,4,1,216,0,2,32,11,190
7786110,0,2,3,14,0,2,3,,930
7786106,0,0,0,0,0,2,,,800
7786102,0,2,4,18,0,2,2,,1080
7786099,0,4,2,173,0,2,21,7,1725
7786098,0,2,2,21,0,2,2,,1000
7786095,1,0,11,0,0,2,,,800
7786092,0,0,0,0,0,2,,,800
7786091,0,0,1,0,5,1,,,0
7786087,1,0,0,0,5,1,,,0
7786085,1,8,8,1296,10,3,278,70,80
7786084,0,0,0,0,0,1,,,0
7786075,1,0,0,0,0,1,,,0
7786066,0,1,0,3,0,2,1,,790
7786065,0,8,2,1312,15,5,287,70,4406
7786063,0,3,2,113,0,2,17,8,1220
7786062,0,0,1,0,0,1,,,0
7786059,0,0,8,0,0,2,,,800
7786057,0,0,1,0,0,1,,,0
7786051,0,0,1,0,0,1,,,0
7786042,0,0,0,0,0,2,,,800
7786040,0,0,1,0,5,1,,,0
7786038,1,2,0,21,0,2,8,,0
7786037,0,2,0,8,0,2,2,,970
7786036,0,0,1,0,5,3,,,800
7786035,0,0,2,0,5,1,,,0
7786034,0,0,7,0,5,1,,,0
7786033,0,5,2,281,0,2,46,9,770
7786032,0,0,1,0,0,1,,,0
7786029,0,0,0,0,5,1,,,0
7786030,0,0,2,0,10,1,,,0
7786028,1,0,3,0,20,1,,,0
7786027,0,5,0,319,0,2,51,22,1723
7786024,1,0,2,0,0,1,,,0
7786018,0,2,0,8,0,2,2,,920
7786015,1,2,0,8,0,2,1,,1000
7786014,0,0,1,0,0,1,,,0
7786009,0,3,7,79,0,2,10,1,0
7786000,0,5,2,332,1,2,60,21,120
7785998,0,2,1,8,0,2,1,,990
7785996,0,0,0,0,0,2,,,800
7785983,0,3,2,71,0,2,9,2,100
7785982,0,0,0,0,0,2,,,800
7785974,1,5,0,291,0,2,53,13,4600
7785973,0,2,7,18,0,2,1,,990
7785970,0,4,3,171,0,2,27,9,340
7785964,0,0,1,0,0,1,,,0
7785963,0,2,0,17,0,2,5,,340
7785960,0,0,3,0,0,1,,,0
7785959,0,2,0,11,0,2,2,,960
7785955,0,2,1,16,0,2,3,,1470
7785953,0,3,1,72,0,2,6,2,0
7785952,0,0,0,0,0,2,,,800
7785951,0,4,1,146,0,2,15,5,2020
7785950,0,3,1,78,0,2,8,3,980
7785948,0,0,0,0,0,2,,,800
7785947,0,2,1,5,0,2,1,,980
7785940,0,0,4,0,5,1,,,0
7785938,1,2,1,8,0,2,1,,990
7785937,0,0,3,0,0,1,,,0
7785935,0,0,5,0,10,1,,,0
7785934,0,0,0,0,0,2,,,800
7785930,0,3,1,67,0,2,7,1,0
7785928,0,2,1,10,0,2,,,800
7785927,0,0,1,0,15,1,,,0
7785926,1,2,0,8,0,2,2,,980
7785924,0,2,0,11,0,2,2,,790
7785921,0,0,0,0,0,1,,,0
7785919,1,6,4,496,0,2,55,19,0
7785918,1,2,3,24,5,3,4,,780
7785917,0,0,1,0,0,1,,,0
7785915,1,0,1,0,0,1,,,0
7785914,1,2,2,18,0,2,2,,970
7785913,0,3,0,116,0,2,15,3,230
7785912,0,4,4,154,5,3,18,5,2970
7785910,0,2,1,10,0,2,,,800
7785907,0,0,3,0,0,1,,,0
7785906,0,0,0,0,0,1,,,0
7785905,0,0,1,0,5,1,,,0
7785904,0,0,1,0,10,1,,,0
7785902,0,0,2,0,5,1,,,0
7785901,0,0,1,0,15,1,,,0
7785900,0,0,1,0,5,3,,,800
7785899,0,2,0,17,0,2,4,,500
7785898,0,0,2,0,5,1,,,0
7785897,0,0,2,0,0,2,,,800
7785893,1,1,2,3,0,2,2,,780
7785892,0,2,0,8,0,2,2,,980
7785890,0,0,2,0,5,1,,,0
7785888,0,2,1,10,0,2,,,800
7785885,0,0,4,0,15,1,,,0
7785883,1,2,2,13,0,2,2,,780
7785882,0,0,3,0,0,1,,,0
7785881,0,0,1,0,5,1,,,0
7785879,0,0,1,0,0,1,,,0
7785877,0,6,0,477,5,3,95,42,5120
7785875,0,2,1,21,0,2,2,,800
7785874,1,7,1,875,10,3,204,42,194408
7785873,0,4,6,190,0,2,36,19,0
7785867,0,2,2,31,0,2,3,,900
7785866,0,2,4,15,0,2,2,1,1000
7785864,0,0,0,0,0,1,,,0
7785863,1,2,2,20,10,4,1,1,2845
7785860,0,0,2,0,0,1,,,0
7785856,0,5,0,340,0,2,50,18,0
7785855,0,0,1,0,0,2,,,800
7785850,0,0,1,0,0,2,,,800
7785846,0,0,0,0,0,1,,,0
7785844,0,0,5,0,0,2,,,800
7785841,0,3,1,103,0,2,13,3,1060
7785840,1,7,0,833,10,3,179,35,6184
7785838,0,0,0,0,0,2,,,800
7785832,0,0,0,0,0,1,,,0
7785829,0,0,0,0,0,1,,,0
7785828,1,0,1,0,0,1,,,0
7785823,1,7,1,981,15,5,135,16,786185
7785820,0,2,1,8,0,2,2,,970
7785817,0,2,0,16,0,2,3,,1190
7785816,1,1,0,3,0,2,2,,780
7785812,0,2,0,8,5,3,1,,980
7785808,1,0,0,0,0,2,,,800
7785805,0,0,2,0,0,1,,,0
7785802,0,0,3,0,0,1,,,0
7785800,0,2,2,8,0,2,2,,921
7785798,1,4,1,161,0,2,22,13,8360
7785792,1,0,0,0,0,2,,,800
7785789,0,0,6,0,0,1,,,0
7785784,1,0,0,0,0,2,,,800
7785782,0,3,0,47,0,2,8,3,500
7785781,0,3,0,110,0,2,17,4,1810
7785780,0,4,2,145,0,2,22,8,500
7785779,0,6,0,568,0,2,88,22,7509
7785778,0,0,2,0,0,1,,,0
7785775,1,4,2,213,0,2,31,14,1940
7785770,1,2,5,18,0,2,1,,990
7785769,0,2,0,38,0,2,5,1,590
7785768,0,0,0,0,0,1,,,0
7785764,0,2,0,8,0,2,1,,990
7785763,1,2,0,8,0,2,2,,990
7785761,1,0,1,0,0,1,,,0
7785757,0,0,3,0,0,1,,,0
7785754,1,2,0,8,0,2,2,,970
7785753,0,0,0,0,0,2,,,800
7785745,1,0,0,0,0,1,,,0
7785744,0,6,2,609,70,8,108,26,0
7785743,0,8,1,1617,10,4,481,193,46059
7785738,1,2,0,33,0,2,2,1,1600
7785737,0,4,4,249,5,3,22,9,1710
7785732,1,0,0,0,0,2,,,800
7785728,0,0,0,0,0,2,,,800
7785729,0,2,4,15,0,2,1,,990
7785726,0,0,0,0,0,1,,,0
7785725,0,0,2,0,5,1,,,0
7785723,0,0,3,0,5,1,,,0
7785722,0,0,1,0,5,1,,,0
7785721,0,0,1,0,0,1,,,0
7785720,0,0,0,0,0,1,,,0
7785719,0,0,0,0,0,2,,,800
7785718,0,3,0,46,0,2,2,1,1290
7785716,0,0,1,0,5,1,,,0
7785717,0,0,0,0,5,1,,,0
7785715,1,2,1,13,0,2,1,,0
7785714,0,0,4,0,5,1,,,0
7785709,0,0,0,0,0,1,,,0
7785708,0,0,1,0,10,1,,,0
7785707,0,4,0,145,1,2,18,4,380
7785704,0,0,0,0,0,2,,,800
7785696,1,2,0,8,0,2,2,,970
7785695,1,2,0,8,0,2,1,,1000
7785694,0,13,1,6368,45,9,3960,382,717288
7785688,0,0,0,0,0,2,,,800
7785687,0,3,2,74,0,2,7,1,1990
7785678,0,0,1,0,0,2,,,800
7785677,1,0,2,0,5,3,,,800
7785673,0,0,0,0,5,1,,,0
7785671,0,0,1,0,0,2,,,800
7785670,0,0,0,0,0,1,,,0
7785664,0,0,1,0,0,1,,,0
7785663,0,0,1,0,0,1,,,0
7785662,0,3,0,53,0,2,7,2,830
7785658,0,0,8,0,0,1,,,0
7785655,0,0,2,0,0,1,,,0
7785649,0,5,2,294,5,3,31,9,1130
7785647,0,0,1,0,0,1,,,0
7785646,0,2,0,19,0,2,3,,1000
7785639,1,2,0,12,0,2,2,1,1020
7785633,1,2,0,16,0,2,4,2,1020
7785630,0,3,4,63,45,9,7,4,9230
7785624,1,0,0,0,0,2,,,800
7785623,0,0,1,0,0,1,,,0
7785622,0,0,4,0,0,1,,,0
7785618,0,11,1,3795,45,7,838,131,213868
7785617,0,2,0,14,0,2,4,,580
7785613,0,0,5,0,0,1,,,0
7785609,0,0,0,0,0,2,,,800
7785608,0,2,3,31,0,2,3,1,1160
7785607,0,1,1,3,0,2,1,,800
7785599,0,3,0,54,0,2,7,1,440
7785595,0,2,0,8,0,2,2,,940
7785594,1,0,0,0,0,2,,,800
7785592,0,6,1,479,0,2,97,19,2730
7785582,0,7,0,1072,5,3,162,51,2980
7785574,0,0,2,0,0,1,,,0
7785573,0,0,2,0,0,1,,,0
7785572,0,0,1,0,45,1,,,0
7785568,1,2,1,13,0,2,2,,790
7785565,1,3,0,102,0,2,15,5,1190
7785563,0,3,1,89,0,2,12,1,650
7785562,0,0,1,0,5,1,,,0
7785561,0,0,0,0,10,1,,,0
7785560,0,2,0,39,0,2,5,1,870
7785558,0,2,0,11,0,2,3,,40
7785553,0,0,0,0,0,1,,,0
7785551,0,0,2,0,10,1,,,0
7785547,0,0,2,0,30,1,,,0
7785546,0,0,3,0,0,1,,,0
7785545,0,0,2,0,0,1,,,0
7785542,0,0,2,0,0,2,,,800
7785541,0,3,0,96,0,2,11,4,610
7785539,0,2,0,8,0,2,2,,870
7785535,0,0,2,0,0,2,,,800
7785530,0,6,3,730,5,3,116,24,5260
7785529,1,0,0,0,0,2,,,800
7785525,0,0,0,0,0,1,,,0
7785524,0,0,1,0,0,1,,,0
7785521,1,2,1,18,0,2,1,,990
7785520,0,2,1,16,0,2,5,,0
7785513,0,2,0,11,0,2,2,,800
7785510,0,2,2,8,0,2,1,,980
7785509,1,0,0,0,0,2,,,800
7785507,0,4,1,128,0,2,5,3,4520
7785504,0,2,1,16,0,2,5,,0
7785503,0,0,2,0,0,2,,,800
7785502,1,2,0,8,0,2,2,,980
7785498,0,2,1,10,0,2,1,,780
7785496,0,0,3,0,0,1,,,0
7785491,0,3,0,79,0,2,14,2,600
7785489,1,2,0,22,0,2,2,1,990
7785488,0,5,3,451,0,2,34,31,0
7785487,0,3,8,96,0,2,11,4,250
7785482,1,0,2,0,0,1,,,0
7785481,0,6,2,601,5,3,91,20,0
7785480,0,2,1,39,0,2,9,1,0
7785479,0,0,3,0,0,1,,,0
7785478,1,0,3,0,0,1,,,0
7785477,0,3,1,56,0,2,6,1,1240
7785476,0,4,0,252,25,5,48,6,0
7785475,0,0,1,0,0,1,,,0
7785474,0,4,3,233,0,2,46,25,1456
7785473,0,2,0,8,0,2,1,,980
7785472,1,1,0,0,0,2,1,,790
7785469,0,2,1,10,0,2,,,800
7785466,1,2,0,14,0,2,7,2,820
7785465,1,0,0,0,0,2,,,800
7785464,0,5,2,328,10,3,25,8,150
7785457,1,2,1,18,0,2,2,,980
7785453,1,3,0,104,0,2,11,3,2070
7785450,0,2,1,13,0,2,2,,1180
7785449,1,2,0,11,0,2,3,,780
7785448,1,2,1,24,0,2,4,1,1000
7785446,0,2,0,8,0,2,2,,980
7785443,0,0,0,0,0,2,,,800
7785439,0,0,4,0,0,2,,,800
7785438,0,3,1,48,0,2,2,1,2320
7785434,1,0,3,0,0,1,,,0
7785433,0,2,3,18,0,2,2,,1030
7785428,0,0,1,0,0,1,,,0
7785426,0,0,0,0,0,1,,,0
7785420,0,0,1,0,5,1,,,0
7785419,1,2,0,13,0,2,2,,1230
7785418,0,0,0,0,0,1,,,0
7785417,0,0,0,0,10,1,,,0
7785416,0,0,0,0,5,1,,,0
7785414,0,0,0,0,0,2,,,800
7785411,0,0,1,0,0,1,,,0
7785410,1,3,2,56,0,2,2,1,2000
7785409,0,0,1,0,0,1,,,0
7785408,0,0,0,0,0,1,,,0
7785407,0,0,2,0,0,1,,,0
7785405,0,0,1,0,5,1,,,0
7785403,0,0,0,0,0,2,,,800
7785401,1,2,1,8,0,2,1,,990
7785393,0,0,6,0,15,1,,,0
7785391,0,2,2,21,0,2,3,,770
7785390,0,0,3,0,25,1,,,0
7785389,0,0,1,0,15,1,,,0
7785387,0,0,1,0,10,1,,,0
7785385,1,2,0,6,0,2,3,,710
7785384,0,0,2,0,0,1,,,0
7785383,1,2,3,18,0,2,2,,970
7785372,0,0,1,0,0,2,,,200
7785370,0,0,3,0,0,1,,,0
7785369,1,0,1,0,0,2,,,800
7785368,0,2,1,43,0,2,2,1,1620
7785366,0,0,3,0,0,1,,,0
7785365,0,0,1,0,0,2,,,200
7785364,1,3,1,119,0,2,19,3,1090
7785361,1,3,1,89,0,2,12,3,1500
7785360,0,2,0,39,0,2,9,,380
7785358,0,0,1,0,0,2,,,200
7785353,1,3,2,56,0,2,10,1,950
7785352,0,0,1,0,0,1,,,0
7785351,1,0,1,0,0,2,,,800
7785350,0,0,4,0,0,1,,,0
7785343,0,1,0,3,0,2,1,,800
7785339,0,2,2,32,0,2,4,,100
7785338,0,0,0,0,0,2,,,800
7785337,0,5,1,412,0,2,74,16,850
7785336,0,0,4,0,0,1,,,0
7785334,1,1,0,3,0,2,2,,770
7785332,0,5,0,304,5,3,54,12,0
7785330,1,5,0,325,5,3,58,17,90
7785329,0,2,4,22,0,2,5,,570
7785327,1,1,0,3,0,2,2,,770
7785324,0,6,1,753,35,8,159,39,150
7785323,1,8,5,1572,37,8,233,82,150
7785322,1,0,0,0,0,2,,,800
7785318,0,0,0,0,0,2,,,800
7785317,0,2,1,18,0,2,1,,990
7785316,0,0,2,0,0,1,,,0
7785313,0,0,1,0,0,1,,,0
7785310,0,0,2,0,0,2,,,800
7785309,0,0,2,0,0,1,,,0
7785307,0,3,0,108,0,2,19,3,580
7785304,0,2,1,30,0,2,4,1,580
7785303,1,2,1,18,0,2,2,,780
7785298,0,1,0,3,0,2,2,,770
7785296,1,2,0,8,0,2,2,,990
7785293,1,8,1,1630,15,5,556,117,0
7785292,1,3,1,92,0,2,8,4,890
7785290,1,2,0,8,0,2,1,,980
7785288,1,5,9,317,5,2,41,16,32
7785285,0,2,2,21,0,2,2,,1000
7785278,0,2,0,8,0,2,1,,1000
7785276,1,0,3,0,0,2,,,800
7785274,0,0,1,0,0,2,,,800
7785271,0,2,0,8,0,2,2,,1030
7785269,0,4,1,196,6,3,26,11,30
7785268,1,0,0,0,0,2,,,800
7785266,0,2,0,21,0,2,4,,940
7785261,0,2,0,20,0,2,3,1,60
7785259,0,0,0,0,0,2,,,800
7785252,0,3,1,45,0,2,6,1,830
7785251,0,0,0,0,5,3,,,800
7785250,0,3,5,51,0,2,3,1,1448
7785247,1,2,4,42,0,2,6,1,1444
7785245,0,4,0,144,0,2,19,9,601
7785241,0,7,0,938,50,8,137,31,71525
7785239,0,4,2,244,0,2,38,9,2400
7785238,0,2,1,18,0,2,1,,990
7785233,1,0,0,0,0,2,,,800
7785232,0,0,2,0,0,2,,,800
7785230,1,2,0,8,0,2,1,,1000
7785228,0,0,5,0,0,1,,,0
7785227,0,3,0,85,0,2,9,6,1390
7785225,0,0,0,0,0,2,,,800
7785224,0,2,0,33,5,3,2,1,1590
7785222,1,0,0,0,0,2,,,800
7785221,0,7,0,862,15,5,119,48,0
7785219,0,0,1,0,0,1,,,0
7785216,0,1,0,3,5,3,1,,800
7785213,0,3,1,89,0,2,7,4,790
7785212,0,3,0,69,0,2,8,2,1400
7785211,1,0,0,0,0,2,1,,780
7785206,0,2,0,14,0,2,3,,700
7785205,0,2,2,8,0,2,2,,853
7785204,1,0,0,0,0,2,,,800
7785202,0,0,3,0,0,1,,,0
7785201,0,0,1,0,0,1,,,0
7785199,1,2,0,8,0,2,1,,1000
7785196,0,2,0,8,0,2,2,,970
7785193,0,2,0,16,0,2,2,,1160
7785192,0,3,1,111,0,2,9,2,150
7785191,0,0,5,0,0,1,,,0
7785190,1,1,4,3,0,2,2,,770
7785189,1,4,2,223,5,3,31,12,100
7785187,0,2,0,8,0,2,2,,960
7785183,1,0,2,0,0,1,,,0
7785181,0,2,1,31,10,4,3,1,1800
7785180,1,4,1,145,0,2,18,5,90
7785176,0,3,0,62,0,2,11,1,200
7785175,0,2,0,11,0,2,2,,1000
7785170,1,2,3,30,0,2,4,1,1160
7785169,0,4,0,177,0,2,30,8,10
7785165,0,1,0,3,0,2,2,,760
7785164,0,10,7,2366,20,6,406,78,0
7785162,0,2,1,39,5,3,6,3,1020
7785161,0,2,0,19,0,2,3,,840
7785160,0,0,1,0,0,2,,,800
7785150,0,2,2,29,0,2,3,,0
7785148,0,0,4,0,0,2,,,800
7785145,0,0,0,0,0,2,,,800
7785142,0,4,2,197,0,2,19,6,1000
7785139,0,0,1,0,0,2,,,200
7785138,0,0,2,0,0,1,,,0
7785136,0,2,0,8,0,2,1,,1000
7785134,0,0,0,0,0,2,,,800
7785132,0,12,0,4956,36,8,1256,340,134
7785131,0,0,0,0,0,2,,,800
7785129,0,7,1,923,15,5,116,46,1500
7785128,0,2,2,32,0,2,4,,990
7785127,0,2,0,8,0,2,2,,970
7785120,0,4,3,145,0,2,16,7,2380
7785117,0,8,3,1468,15,5,303,115,29420
7785112,1,4,1,175,0,2,30,10,10
7785111,0,3,0,110,0,2,12,4,730
7785107,1,3,1,86,0,2,11,2,0
7785106,0,2,2,43,0,2,6,,100
7785101,0,0,0,0,0,2,,,800
7785100,0,4,3,159,0,2,18,9,12979
7785097,1,1,0,3,0,2,1,,800
7785096,0,0,0,0,0,1,,,0
7785093,0,0,14,0,0,1,,,0
7785092,0,3,0,122,0,2,18,7,2220
7785091,0,2,0,8,0,2,1,,990
7785088,1,3,0,121,0,2,16,4,0
7785086,0,0,2,0,0,1,,,0
7785085,0,0,0,0,0,2,,,800
7785083,0,0,0,0,0,1,,,0
7785084,0,5,2,313,1,2,54,32,6110
7785081,1,2,0,11,0,2,5,,880
7785074,0,4,4,174,0,2,23,3,2182
7785073,0,3,4,71,0,2,8,2,1000
7785072,1,0,0,0,0,1,,,0
7785068,0,0,4,0,0,1,,,0
7785059,0,3,0,62,0,2,7,1,1230
7785054,0,0,0,0,0,1,,,0
7785051,1,0,2,0,0,1,,,0
7785050,0,2,0,8,0,2,1,,980
7785047,0,0,4,0,0,1,,,0
7785046,0,2,0,19,0,2,4,,970
7785043,0,0,2,0,0,1,,,0
7785041,1,0,0,0,10,1,,,0
7785038,0,4,0,130,0,2,12,5,4610
7785033,1,2,3,10,0,2,,,800
7785030,0,2,0,8,0,2,1,,1050
7785029,0,4,1,182,0,2,24,9,5077
7785028,1,6,0,537,5,3,53,17,100
7785027,0,2,1,18,5,3,1,,100
7785026,0,2,0,11,5,3,4,,950
7785025,0,0,3,0,0,2,,,800
7785023,0,7,2,777,5,3,119,29,13669
7785022,1,9,0,2173,26,5,1099,235,4263
7785020,0,6,1,520,25,7,84,8,8258
7785019,0,2,0,16,0,2,3,,1190
7785018,1,0,0,0,0,2,,,800
7785016,0,2,0,16,0,2,2,,880
7785014,0,0,0,0,0,2,,,800
7785012,1,6,1,645,25,5,102,23,1996
7785010,1,0,0,0,0,2,,,800
7785007,0,0,0,0,0,2,1,,780
7785006,0,0,0,0,0,2,,,800
7785003,0,2,2,18,0,2,2,,900
7785000,1,1,0,3,0,2,1,,760
7784999,0,0,6,0,0,1,,,0
7784997,0,4,4,221,0,2,32,11,590
7784998,0,2,1,18,0,2,1,,990
7784995,0,2,2,43,0,2,6,1,1210
7784993,0,1,2,3,0,2,2,,780
7784990,1,2,0,8,0,2,2,,1030
7784988,0,2,1,18,0,2,1,,1000
7784987,0,0,3,0,0,2,,,800
7784986,0,0,3,0,0,2,,,800
7784984,1,2,0,27,0,2,4,,790
7784981,0,7,0,931,70,8,243,113,0
7784979,0,8,0,1520,20,6,326,134,451
7784978,0,4,1,199,1,2,35,6,3460
7784977,0,0,1,0,0,1,,,0
7784976,0,3,0,94,0,2,13,1,130
7784970,0,3,0,49,0,2,5,1,930
7784968,1,5,1,275,0,2,23,2,3430
7784966,0,0,1,0,0,1,,,0
7784963,0,0,0,0,0,1,,,0
7784964,0,0,0,0,0,1,,,0
7784961,0,0,0,0,0,1,,,0
7784959,0,0,2,0,0,1,,,0
7784955,1,6,2,615,5,3,105,39,3550
7784953,0,0,0,0,0,2,,,800
7784950,0,0,1,0,0,1,,,0
7784949,0,0,1,0,0,1,,,0
7784947,0,0,1,0,0,2,,,800
7784938,1,2,1,21,0,2,2,,790
7784936,0,0,1,0,0,2,,,800
7784930,1,1,0,3,0,2,1,,800
7784926,0,2,0,19,0,2,3,,940
7784922,0,0,0,0,0,1,,,0
7784920,0,0,0,0,0,1,,,0
7784919,1,2,0,5,0,2,1,,980
7784918,0,5,0,378,0,2,62,34,2850
7784917,0,0,0,0,0,1,,,0
7784916,0,0,3,0,0,1,,,0
7784914,0,0,2,0,0,1,,,0
7784913,0,0,0,0,0,1,,,0
7784912,0,0,0,0,15,1,,,0
7784911,0,0,0,0,0,2,,,800
7784909,1,2,0,13,0,2,1,,1090
7784905,0,0,0,0,0,1,,,0
7784902,0,2,0,36,0,2,7,,104
7784901,0,0,0,0,5,3,,,800
7784895,1,2,0,8,0,2,1,,890
7784893,0,2,4,38,5,3,7,,120
7784892,0,0,1,0,0,1,,,0
7784891,0,4,2,212,0,2,34,20,0
7784889,0,4,0,209,5,3,32,11,2616
7784886,0,0,1,0,0,1,,,0
7784885,0,2,1,27,0,2,4,,70
7784884,0,0,0,0,0,2,,,800
7784883,0,0,0,0,0,2,,,800
7784882,0,4,7,175,0,2,10,2,5244
7784881,1,2,1,15,0,2,1,,980
7784878,0,0,1,0,0,2,,,800
7784877,0,4,2,229,0,2,32,13,880
7784875,1,2,0,11,0,2,3,,670
7784872,0,6,2,602,0,2,91,26,0
7784869,0,5,0,423,0,2,58,16,4950
7784867,1,2,1,34,0,2,3,1,1010
7784862,0,3,1,48,0,2,5,1,820
7784861,0,0,0,0,0,1,,,0
7784859,0,0,5,0,0,1,,,0
7784857,1,2,4,18,0,2,1,,1000
7784856,0,3,0,67,5,3,11,2,1420
7784855,0,3,0,111,0,2,17,4,780
7784854,0,0,3,0,0,1,,,0
7784853,0,3,0,115,0,2,9,5,150
7784852,0,2,1,39,5,3,8,,190
7784851,0,0,3,0,0,1,,,0
7784848,0,0,0,0,0,2,,,800
7784847,0,0,0,0,0,1,,,0
7784846,1,0,5,0,0,1,,,0
7784845,0,0,0,0,0,1,,,0
7784844,1,0,4,0,0,1,,,0
7784843,0,0,0,0,0,1,,,0
7784838,1,2,3,8,0,2,1,,990
7784836,0,0,0,0,0,1,,,0
7784835,0,0,0,0,5,1,,,0
7784834,0,0,1,0,0,1,,,0
7784833,1,0,2,0,0,1,,,0
7784832,0,0,1,0,0,1,,,0
7784831,0,0,3,0,0,1,,,0
7784828,0,2,3,21,0,2,3,,950
7784827,0,0,0,0,0,1,,,0
7784826,0,0,0,0,0,1,,,0
7784825,1,2,2,18,0,2,2,,960
7784816,0,0,4,0,0,2,,,800
7784814,0,3,0,103,0,2,12,5,80
7784811,1,2,2,44,5,3,8,,0
7784810,0,3,0,45,20,6,4,1,0
7784804,0,3,2,102,0,2,16,1,150
7784803,0,4,0,216,0,2,25,9,2504
7784802,0,6,15,476,5,3,79,26,0
7784798,1,0,0,0,0,1,,,0
7784796,0,0,0,0,0,2,,,800
7784794,0,0,9,0,0,1,,,0
7784792,0,0,0,0,10,1,,,0
7784790,0,0,1,0,10,1,,,0
7784789,0,0,1,0,0,1,,,0
7784788,0,0,0,0,0,2,,,800
7784787,1,2,0,10,0,2,1,,1180
7784786,0,5,1,411,0,2,30,6,0
7784785,0,3,2,85,0,2,10,1,80
7784781,1,2,0,5,0,2,1,,980
7784778,0,2,1,18,0,2,2,,1030
7784777,0,2,0,35,0,2,2,1,1550
7784776,0,3,1,108,5,3,8,2,2080
7784774,0,0,4,0,0,1,,,0
7784773,0,0,0,0,0,1,,,0
7784771,0,3,1,78,0,2,9,2,950
7784770,0,4,0,130,0,2,17,9,200
7784767,0,2,0,33,0,2,3,1,1040
7784766,1,2,0,11,0,2,2,,980
7784765,0,6,0,678,0,2,115,35,8064
7784764,0,0,2,0,0,2,,,800
7784763,0,0,1,0,0,2,,,800
7784762,0,2,0,11,0,2,3,,930
7784761,1,0,0,0,0,1,,,0
7784760,0,0,0,0,0,2,,,800
7784759,0,6,0,534,15,5,103,28,2025
7784758,0,0,1,0,0,1,,,0
7784757,0,0,2,0,0,1,,,0
7784756,1,2,1,13,0,2,2,,730
7784754,0,6,0,616,0,2,141,34,29654
7784752,0,4,0,165,5,3,18,4,4610
7784750,0,0,0,0,0,1,,,0
7784740,0,0,1,0,0,2,,,800
7784738,0,2,0,13,0,2,2,,1160
7784736,0,4,2,248,5,3,33,13,3159
7784734,0,3,0,105,0,2,11,3,0
7784733,0,0,0,0,0,2,,,800
7784732,0,0,2,0,0,1,,,0
7784731,0,5,2,346,0,2,39,13,3917
7784726,1,2,0,37,0,2,6,2,1150
7784724,1,2,0,43,0,2,6,4,1030
7784716,0,6,0,484,0,2,68,15,0
7784713,0,0,0,0,0,2,,,800
